Known As,Full Name,Overall,Potential,Value,Positions Played,Best Position,Nationality,Image Link,Age,Height(in cm),Weight(in kg),TotalStats,BaseStats,Club Name,Wage,Release Clause,Club Position,Contract Until,Club Jersey Number,Joined On,On Loan,Preferred Foot,Weak Foot Rating,Skill Moves,International Reputation,National Team Name,National Team Image Link,National Team Position,National Team Jersey Number,Attacking Work Rate,Defensive Work Rate,Pace Total,Shooting Total,Passing Total,Dribbling Total,Defending Total,Physicality Total,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,Freekick Accuracy,LongPassing,BallControl,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,Goalkeeper Diving,Goalkeeper Handling, GoalkeeperKicking,Goalkeeper Positioning,Goalkeeper Reflexes,ST Rating,LW Rating,LF Rating,CF Rating,RF Rating,RW Rating,CAM Rating,LM Rating,CM Rating,RM Rating,LWB Rating,CDM Rating,RWB Rating,LB Rating,CB Rating,RB Rating,GK Rating
J. Komar,Juan Cruz Komar,73,78,4000000,CB,CB,Argentina,https://cdn.sofifa.net/players/222/428/23_60.png,25,190,82,1634,360,Rosario Central,11000,0,SUB,2022,6,2016,TRUE,Right,3,2,1,-,https://cdn.sofifa.net/flags/ar.png,-,-,Low,Medium,66,36,52,54,73,79,29,33,76,69,35,44,30,37,64,64,64,67,62,70,48,50,60,79,82,28,78,74,35,47,49,66,72,74,72,6,7,6,15,8,55,50,52,52,52,50,56,56,62,56,67,72,67,70,75,70,18
A. Zeneli,Arbër Zeneli,73,73,3200000,"LM,LW",LM,Kosovo,https://cdn.sofifa.net/players/221/919/23_60.png,27,176,72,1800,383,Stade de Reims,19000,6400000,LW,2025,10,2019,-,Right,3,4,1,-,-,-,-,Medium,Medium,74,70,72,76,35,56,76,68,50,73,63,78,79,68,59,75,74,74,78,71,77,74,30,60,54,71,62,39,64,73,71,71,33,33,24,10,8,10,7,14,70,73,72,72,72,73,73,73,68,73,59,56,59,55,47,55,18
S. Gürler,Serdar Gürler,73,73,2900000,"RM,LM",RM,Turkey,https://cdn.sofifa.net/players/196/318/23_60.png,30,175,65,1809,388,İstanbul Başakşehir FK,28000,5800000,SUB,2025,7,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/tr.png,-,-,High,Medium,81,66,69,75,43,54,72,67,56,71,49,75,75,60,62,72,80,81,80,71,82,73,61,70,54,65,33,35,70,69,52,71,40,49,32,9,10,6,13,15,71,73,71,71,71,73,73,73,69,73,62,57,62,59,50,59,20
Silvosinho,Thomas Nicolas Silva Rangel,73,73,3000000,"RB,RM,RWB",RB,Brazil,https://cdn.sofifa.net/players/230/366/23_60.png,26,177,73,1848,386,Santos,20000,5700000,RB,2025,88,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/br.png,-,-,Medium,Medium,65,54,64,64,70,69,77,46,75,69,42,53,43,68,63,76,72,60,64,71,72,65,73,77,64,64,72,65,51,45,63,68,72,66,76,7,8,10,12,7,63,62,61,61,61,62,63,66,66,66,73,70,73,73,72,73,17
Neviano Neves,Nathan Walter Neves Bessa,73,73,3600000,"CM,RM",CM,Brazil,https://cdn.sofifa.net/players/230/364/23_60.png,22,170,70,1948,407,Sport Club Corinthians Paulista,20000,6800000,RM,2025,7,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/br.png,-,-,Medium,Medium,63,71,73,72,61,67,63,69,58,80,55,71,77,68,78,78,69,58,68,71,74,81,61,69,68,72,63,69,68,65,66,54,54,64,59,15,6,9,12,10,72,70,71,71,71,70,73,73,73,73,69,72,69,68,66,68,19
R. Haps,Ridgeciano Haps,73,73,2700000,LB,LB,Suriname,https://cdn.sofifa.net/players/210/384/23_60.png,29,175,66,1967,424,Venezia FC,5000,4300000,LB,2024,5,2021,-,Left,3,3,1,-,-,-,-,High,Medium,85,63,65,74,66,71,75,63,58,70,49,75,70,47,60,70,82,88,84,68,84,67,81,80,66,63,68,69,70,55,50,67,64,70,66,13,8,15,6,13,70,72,69,69,69,72,71,73,69,73,73,70,73,73,69,73,19
J. Savarino,Jefferson Savarino,73,76,4000000,"RM,RW,CAM",CAM,Venezuela,https://cdn.sofifa.net/players/238/555/23_60.png,25,169,66,1826,395,Real Salt Lake,7000,6100000,ST,2025,11,2022,-,Right,4,4,1,-,https://cdn.sofifa.net/flags/ve.png,-,-,High,Medium,82,70,66,77,37,63,67,69,43,70,63,77,65,53,58,74,85,80,90,70,81,78,55,78,58,67,59,30,66,69,60,71,36,42,30,7,13,6,15,12,71,73,72,72,72,73,74,74,68,74,60,57,60,57,49,57,20
L. Coulibaly,Lassana Coulibaly,73,76,3600000,"CDM,CM",CDM,Mali,https://cdn.sofifa.net/players/230/107/23_60.png,26,183,77,1934,416,US Salernitana 1919,20000,6800000,CM,2026,18,2021,-,Right,3,3,1,-,-,-,-,Medium,Medium,72,58,67,72,72,75,61,55,71,72,52,72,60,51,69,72,71,73,71,70,70,64,70,82,74,58,70,70,68,67,53,72,72,74,73,9,12,14,8,6,69,68,68,68,68,68,71,71,72,71,74,74,74,74,74,74,18
L. Abada,Liel Abada,73,81,6500000,RW,ST,Israel,https://cdn.sofifa.net/players/263/377/23_60.png,20,165,67,1882,395,Celtic,33000,13000000,SUB,2026,11,2021,-,Right,4,3,1,-,-,-,-,High,Low,83,72,67,73,41,59,68,74,70,68,66,68,64,62,58,72,84,82,90,67,93,74,71,75,52,71,55,22,75,72,52,67,40,46,41,7,12,10,8,13,74,73,72,72,72,73,74,73,67,73,60,56,60,59,52,59,18
M. Lowton,Matthew Lowton,73,73,1600000,RB,RB,England,https://cdn.sofifa.net/players/199/633/23_60.png,33,181,78,1950,408,Burnley,31000,3000000,SUB,2023,2,2015,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,High,High,62,60,70,71,72,73,73,52,68,72,69,72,74,46,71,73,63,62,65,71,68,70,75,74,71,68,76,72,66,69,49,73,73,73,72,11,6,6,13,7,68,68,68,68,68,68,71,71,73,71,73,73,73,73,73,73,18
J. Piroe,Joël Piroe,73,80,6000000,"ST,RW,CAM",ST,Netherlands,https://cdn.sofifa.net/players/247/249/23_60.png,22,185,74,1744,370,Swansea City,22000,12600000,RW,2024,17,2021,-,Left,4,3,1,-,https://cdn.sofifa.net/flags/nl.png,-,-,Medium,Medium,66,75,61,68,29,71,47,76,70,70,66,66,55,54,55,72,63,69,65,72,63,77,71,69,83,75,45,21,76,66,72,74,20,29,27,10,13,9,7,11,75,68,71,71,71,68,72,69,66,69,52,51,52,49,47,49,19
R. Loaiza,Raúl Loaiza,73,73,2700000,"CDM,CM",CDM,Colombia,https://cdn.sofifa.net/players/214/226/23_60.png,28,180,70,1791,382,Club Atlético Lanús,14000,4099999,CM,2025,15,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/co.png,-,-,Medium,High,57,46,66,66,70,77,58,35,65,76,35,65,39,35,67,68,61,54,59,70,65,67,80,81,73,52,81,70,59,68,37,72,72,71,68,13,14,10,11,12,61,61,62,62,62,61,66,66,70,66,71,73,71,70,73,70,21
Jorge Cuenca,Jorge Cuenca Barreno,73,82,6500000,CB,CB,Spain,https://cdn.sofifa.net/players/237/522/23_60.png,22,190,75,1642,347,Villarreal CF,19000,15000000,RES,2025,5,2020,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium,60,37,58,52,74,66,45,27,76,71,31,34,29,26,67,68,58,61,62,74,67,59,75,62,65,41,73,74,21,58,44,61,71,76,74,10,12,5,14,12,52,50,50,50,50,50,56,55,63,55,67,72,67,70,75,70,20
C. Basham,Chris Basham,73,73,1500000,CB,CB,England,https://cdn.sofifa.net/players/184/274/23_60.png,33,190,80,1720,370,Sheffield United,21000,2900000,SUB,2024,6,2014,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,High,Medium,53,43,61,63,74,76,63,37,73,67,52,63,48,30,62,64,51,54,55,73,54,59,67,66,79,40,83,73,50,57,31,62,74,74,73,14,15,6,7,6,59,58,57,57,57,58,60,62,65,62,70,72,70,70,73,70,19
R. Hamouma,Romain Hamouma,73,73,1300000,"ST,RM",CAM,France,https://cdn.sofifa.net/players/192/722/23_60.png,35,178,76,1936,401,AC Ajaccio,13000,2600000,ST,2023,17,2022,-,Right,4,3,2,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,Medium,68,75,74,77,42,65,75,74,67,74,76,77,76,70,70,77,69,68,78,74,74,77,57,63,68,74,60,39,75,75,70,73,38,41,41,14,11,14,7,13,73,73,73,73,73,73,73,73,72,73,62,61,62,59,55,59,20
C. Piccini,Cristiano Piccini,73,73,2700000,RB,RB,Italy,https://cdn.sofifa.net/players/201/939/23_60.png,29,189,79,1792,392,1. FC Magdeburg,11000,4200000,CB,2026,2,2022,-,Right,2,3,1,-,https://cdn.sofifa.net/flags/it.png,-,-,Medium,Medium,71,42,63,70,73,73,67,32,66,69,34,71,64,37,62,72,69,73,63,72,61,68,70,67,76,35,73,75,66,57,35,76,72,74,72,8,9,5,7,11,63,64,63,63,63,64,65,68,67,68,73,73,73,73,73,73,18
S. Davis,Steven Davis,73,73,950000,CM,CM,Northern Ireland,https://cdn.sofifa.net/players/151/508/23_60.png,37,173,70,1946,384,Rangers FC,29000,1700000,SUB,2023,10,2019,-,Right,3,3,2,Northern Ireland,-,CM,8,Medium,High,36,63,75,74,72,64,72,60,64,78,64,73,73,69,75,75,38,34,70,73,81,69,74,64,59,63,72,72,68,74,66,78,74,72,71,9,7,13,9,11,67,67,67,67,67,67,72,69,73,69,71,73,71,69,72,69,18
D. Sallói,Dániel Sallói,73,74,3600000,"LW,ST",ST,Hungary,https://cdn.sofifa.net/players/232/148/23_60.png,25,185,68,1850,397,Sporting Kansas City,8000,5500000,LM,2026,20,2016,-,Right,4,3,1,Hungary,https://cdn.sofifa.net/flags/hu.png,SUB,11,High,Medium,75,75,68,73,36,70,68,75,60,71,68,72,69,55,63,75,76,75,72,75,67,77,59,80,66,74,68,27,77,70,69,71,38,36,28,11,6,6,8,9,74,73,74,74,74,73,74,74,70,74,60,58,60,56,51,56,18
Fábio Carvalho,Fábio Leandro Carvalho,73,86,7000000,"CAM,CM,RM",CAM,Portugal,https://cdn.sofifa.net/players/256/725/23_60.png,19,175,66,1783,385,Liverpool,37000,17300000,SUB,2028,28,2022,-,Right,4,3,1,-,https://cdn.sofifa.net/flags/pt.png,-,-,High,Medium,78,68,67,75,45,52,60,73,43,72,56,73,65,53,64,75,80,77,81,71,86,64,59,65,48,65,42,39,75,71,49,71,49,49,32,14,5,8,10,10,70,73,72,72,72,73,75,74,70,74,61,59,61,58,51,58,18
P. McNair,Paddy McNair,73,76,3500000,"CB,CDM,CM",CB,Northern Ireland,https://cdn.sofifa.net/players/213/697/23_60.png,27,183,72,1945,408,Middlesbrough,21000,6900000,SUB,2024,17,2018,-,Right,3,3,1,Northern Ireland,-,CB,17,Medium,High,62,62,67,68,73,76,67,58,71,69,45,68,66,61,67,69,62,62,62,72,63,69,80,81,74,68,76,72,59,64,65,68,74,74,72,14,8,11,8,14,67,65,66,66,66,65,68,69,71,69,73,74,73,73,75,73,20
N. Figal,Nicolás Figal,73,74,2900000,"CB,RB",CB,Argentina,https://cdn.sofifa.net/players/219/841/23_60.png,28,181,64,1772,397,Boca Juniors,13000,4300000,SUB,2024,4,2022,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/ar.png,-,-,High,High,73,43,63,68,72,78,58,38,70,72,28,66,44,30,72,70,73,73,72,68,63,61,80,74,80,41,76,70,35,56,37,70,70,75,70,7,11,7,16,9,60,60,59,59,59,60,63,65,67,65,72,73,72,72,74,72,19
J. Laporte,Julien Laporte,73,74,2900000,CB,CB,France,https://cdn.sofifa.net/players/228/290/23_60.png,28,185,82,1520,321,FC Lorient,15000,6000000,CB,2023,15,2019,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,Medium,44,29,45,49,73,81,27,22,74,65,33,40,28,25,55,61,45,43,41,66,53,41,86,80,85,27,72,71,29,29,39,55,75,73,71,14,6,15,15,14,48,42,44,44,44,42,47,49,56,49,63,69,63,66,74,66,20
Mario González,Mario González Gutiérrez,73,76,4000000,ST,ST,Spain,https://cdn.sofifa.net/players/235/970/23_60.png,26,183,77,1735,368,Oud-Heverlee Leuven,13000,0,ST,2023,9,2021,TRUE,Right,3,3,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium,71,72,64,73,22,66,66,75,71,65,71,75,44,52,61,73,69,73,74,70,68,73,76,75,70,67,41,16,80,69,56,69,18,15,18,5,15,15,6,13,75,72,73,73,73,72,73,73,66,73,52,48,52,48,41,48,19
Y. M'Changama,Youssouf M'Changama,73,73,2500000,"CAM,CM",RM,Comoros,https://cdn.sofifa.net/players/208/835/23_60.png,31,175,69,2065,440,AJ Auxerre,16000,5000000,CM,2024,6,2022,-,Right,4,3,1,-,-,-,-,High,High,86,71,71,74,63,75,66,70,45,72,66,71,73,75,69,73,85,87,90,68,87,70,68,93,69,75,68,64,72,73,68,70,65,67,61,10,15,10,9,11,72,73,72,72,72,73,73,73,73,73,73,72,73,72,67,72,19
Tramontinaldo,Márcio Anderson Tramontino Sá,73,73,3000000,"RB,RM",RB,Brazil,https://cdn.sofifa.net/players/230/358/23_60.png,26,175,71,1846,384,Club Athletico Paranaense,12000,5700000,SUB,2025,21,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/br.png,-,-,Medium,Medium,66,50,70,67,72,59,76,45,69,74,55,61,61,62,71,72,63,68,75,71,76,53,62,64,59,51,54,59,51,61,63,64,74,77,75,14,8,7,8,7,61,64,61,61,61,64,66,68,68,68,72,71,72,72,71,72,18
D. Lamkel Zé,Didier Lamkel Zé,73,76,4099999,"ST,LM",RM,Cameroon,https://cdn.sofifa.net/players/234/710/23_60.png,25,192,79,1949,426,KV Kortrijk,13000,6500000,ST,2025,22,2022,-,Right,4,4,1,-,-,-,-,High,Medium,82,75,67,74,49,79,68,74,67,68,65,81,74,64,70,73,76,86,69,57,54,79,63,85,77,77,82,48,75,63,64,65,38,58,40,11,6,12,12,13,75,73,73,73,73,73,73,75,71,75,65,64,65,63,60,63,18
B. Williams,Brandon Williams,73,78,4400000,"LB,RB",RWB,England,https://cdn.sofifa.net/players/243/414/23_60.png,21,182,63,1891,410,Manchester United,46000,8700000,RES,2024,33,2018,-,Right,2,3,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,High,Medium,79,56,65,72,69,69,68,54,59,70,62,73,61,30,65,72,80,78,75,69,68,69,74,74,59,50,85,74,66,64,35,72,65,71,73,10,13,11,7,7,67,69,68,68,68,69,70,72,70,72,74,72,74,73,71,73,18
Nacho,José Ignacio Martínez García,73,73,1600000,LB,LB,Spain,https://cdn.sofifa.net/players/212/183/23_60.png,33,174,64,1973,405,CD Tenerife,9000,2600000,LB,2024,24,2022,-,Left,3,3,1,-,https://cdn.sofifa.net/flags/es.png,-,-,High,Medium,76,56,67,68,67,71,71,43,61,69,66,62,71,63,65,71,80,72,83,72,76,74,87,84,66,61,61,70,64,60,61,64,62,72,68,13,12,11,14,8,65,66,65,65,65,66,67,70,69,70,73,71,73,73,70,73,20
E. Ampadu,Ethan Ampadu,73,80,6000000,"CDM,CM,CB",CDM,Wales,https://cdn.sofifa.net/players/235/735/23_60.png,21,183,78,1803,388,Spezia,43000,0,SUB,2023,4,2017,TRUE,Right,3,2,2,Wales,https://cdn.sofifa.net/flags/gb-wls.png,CB,15,Medium,High,65,49,63,69,72,70,46,51,67,74,35,67,47,36,69,72,68,62,67,72,68,52,86,69,65,47,78,70,59,65,39,69,74,74,70,13,12,9,8,12,63,63,64,64,64,63,68,67,70,67,70,74,70,70,74,70,20
L. Sučić,Luka Sučić,73,84,6500000,"CAM,CM",CAM,Croatia,https://cdn.sofifa.net/players/258/775/23_60.png,19,185,71,1923,405,FC Red Bull Salzburg,13000,11100000,CAM,2025,21,2019,-,Left,3,3,1,Croatia,https://cdn.sofifa.net/flags/hr.png,SUB,16,Medium,Medium,75,70,74,75,49,62,73,66,47,74,72,76,76,74,74,77,74,76,74,69,65,74,63,73,62,76,49,56,68,74,65,70,47,50,44,15,12,10,11,7,71,73,72,72,72,73,75,75,74,75,67,65,67,64,57,64,20
N. Fagioli,Nicolò Fagioli,73,85,7500000,"CM,CAM,CDM",CAM,Italy,https://cdn.sofifa.net/players/260/823/23_60.png,21,178,72,1911,407,Juventus,47000,14300000,SUB,2026,44,2019,-,Right,4,3,1,-,https://cdn.sofifa.net/flags/it.png,-,-,Medium,Medium,73,62,74,77,61,60,63,56,48,81,68,77,72,65,77,79,73,73,77,68,77,70,53,77,59,64,42,60,60,73,63,72,60,68,60,7,10,8,10,13,67,71,70,70,70,71,75,74,75,74,71,71,71,69,63,69,18
S. Bahoken,Stéphane Bahoken,73,73,3000000,ST,ST,Cameroon,https://cdn.sofifa.net/players/203/736/23_60.png,30,185,88,1723,371,Kasimpaşa SK,14000,6000000,ST,2024,19,2022,-,Right,3,3,2,-,-,-,-,Medium,Low,73,72,59,71,24,72,61,73,73,66,59,71,47,53,48,72,72,73,71,69,70,76,70,67,81,71,54,23,76,55,61,74,12,23,15,6,14,15,10,16,73,70,71,71,71,70,70,70,62,70,51,48,51,48,44,48,20
R. Lod,Robin Lod,73,73,3000000,"RM,ST,CAM",RM,Finland,https://cdn.sofifa.net/players/228/312/23_60.png,29,181,82,1927,412,Minnesota United FC,8000,4500000,RM,2022,17,2019,-,Left,4,3,1,Finland,https://cdn.sofifa.net/flags/fi.png,CM,8,Medium,Low,72,73,71,73,54,69,68,74,59,74,67,72,72,66,68,76,73,71,73,67,72,77,60,71,75,72,55,50,72,70,64,68,61,50,45,7,13,8,15,10,73,72,72,72,72,72,73,73,71,73,65,65,65,63,61,63,19
Sandelas Júnior,Leonardo Luis Sandelas Junior,73,73,2500000,CDM,CDM,Brazil,https://cdn.sofifa.net/players/230/424/23_60.png,30,183,78,1839,389,Santos,20000,4800000,CDM,2025,19,2022,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/br.png,-,-,Medium,Medium,61,53,65,64,71,75,55,46,61,72,49,61,59,45,71,67,60,61,65,71,59,68,73,77,73,58,76,75,43,64,54,69,73,72,68,15,15,18,8,7,61,60,60,60,60,60,64,64,69,64,70,73,70,71,73,71,20
O. Abildgaard,Oliver Abildgaard,73,76,3600000,CDM,CDM,Denmark,https://cdn.sofifa.net/players/229/082/23_60.png,26,192,86,1912,409,Celtic,36000,6800000,SUB,2024,28,2020,-,Left,2,2,1,-,https://cdn.sofifa.net/flags/dk.png,-,-,High,High,64,62,66,68,70,79,59,58,76,74,56,66,56,39,73,73,66,63,64,72,70,74,80,77,83,63,73,67,60,65,45,66,65,76,68,11,9,10,11,10,70,66,67,67,67,66,69,69,72,69,71,74,71,71,74,71,19
T. Kacharaba,Taras Kacharaba,73,73,2800000,CB,CB,Ukraine,https://cdn.sofifa.net/players/260/314/23_60.png,27,189,79,1599,364,SK Slavia Praha,1000,6200000,SUB,2024,30,2022,-,Right,3,2,1,Ukraine,https://cdn.sofifa.net/flags/ua.png,SUB,3,Medium,High,71,34,50,59,72,78,27,39,76,66,31,55,41,20,67,66,69,73,51,68,55,35,71,68,84,22,78,72,34,41,31,63,69,73,71,7,11,9,14,5,56,52,53,53,53,52,56,57,61,57,66,71,66,68,73,68,18
V. Verre,Valerio Verre,73,73,3100000,"CAM,LM",CAM,Italy,https://cdn.sofifa.net/players/205/531/23_60.png,28,181,70,2017,419,U.C. Sampdoria,17000,5600000,SUB,2025,5,2017,-,Right,4,3,2,-,https://cdn.sofifa.net/flags/it.png,-,-,Medium,Medium,69,73,73,74,65,65,70,72,66,73,70,73,72,72,71,76,70,69,70,73,75,75,71,71,60,72,66,64,74,76,75,72,65,65,65,5,13,9,8,11,73,73,73,73,73,73,73,73,73,73,71,71,71,70,68,70,18
D. Appiah,Dennis Appiah,73,73,2600000,"RB,CB,LB",RB,France,https://cdn.sofifa.net/players/199/191/23_60.png,30,179,68,1792,382,FC Nantes,19000,5200000,RWB,2023,12,2019,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,Low,Medium,71,39,60,65,73,74,61,33,58,63,34,61,60,44,56,67,70,72,73,69,69,51,82,87,68,38,72,74,51,59,47,67,76,76,71,9,8,11,13,9,57,59,58,58,58,59,61,64,65,64,73,72,73,73,73,73,18
M. Loum,Mamadou Loum,73,78,4099999,"CDM,CM",CB,Senegal,https://cdn.sofifa.net/players/245/021/23_60.png,25,188,80,1744,371,Reading,10000,0,CDM,2023,22,2019,TRUE,Right,2,2,1,-,-,-,-,Medium,High,43,53,60,63,72,80,42,40,69,74,38,64,50,42,67,66,42,44,49,70,42,78,75,75,81,63,85,73,50,57,47,72,71,75,66,11,13,11,8,6,61,56,59,59,59,56,63,60,68,60,67,74,67,67,75,67,18
R. Nelson,Reiss Nelson,73,80,6000000,"RW,LW",RM,England,https://cdn.sofifa.net/players/231/448/23_60.png,22,175,71,1782,385,Arsenal,51000,12600000,SUB,2023,24,2016,-,Right,3,4,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,High,Medium,86,64,68,77,36,54,67,68,39,72,55,78,66,67,58,77,87,86,82,65,80,67,41,70,53,54,42,42,69,71,60,60,31,37,37,12,12,11,11,15,69,73,72,72,72,73,74,75,68,75,62,56,62,58,47,58,20
C. Bravo,Claudio Bravo,73,77,3900000,LB,LWB,Argentina,https://cdn.sofifa.net/players/232/646/23_60.png,25,170,68,1832,399,Portland Timbers,7000,6100000,LB,2023,5,2021,-,Left,2,3,1,-,https://cdn.sofifa.net/flags/ar.png,-,-,Medium,High,77,48,63,72,70,69,66,45,53,66,45,73,51,38,60,70,79,76,77,64,74,57,65,82,61,45,75,74,50,64,47,64,70,73,74,14,12,8,11,13,60,65,62,62,62,65,66,69,67,69,74,72,74,73,71,73,20
S. Romagnoli,Simone Romagnoli,73,73,2000000,CB,CB,Italy,https://cdn.sofifa.net/players/198/857/23_60.png,32,193,85,1601,356,Parma,5000,3200000,CB,2024,5,2022,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/it.png,-,-,Low,Medium,61,40,47,56,74,78,33,39,75,59,30,52,38,27,51,58,54,66,58,68,42,43,72,69,87,44,67,71,35,45,40,70,73,77,73,13,8,6,13,15,55,50,51,51,51,50,54,54,58,54,65,68,65,67,73,67,20
Jeffmeirson,Jeff Nazario Meire Costinho,73,73,2600000,LB,LB,Brazil,https://cdn.sofifa.net/players/230/344/23_60.png,30,179,77,1885,397,RB Bragantino,13000,4900000,SUB,2025,3,2022,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/br.png,-,-,Medium,Medium,72,50,69,60,72,74,67,41,67,72,52,56,61,71,71,61,71,72,66,66,66,63,53,78,70,52,82,77,51,66,72,62,69,73,72,10,9,13,7,8,60,61,60,60,60,61,64,65,68,65,72,73,72,73,73,73,17
David Costas,David Costas Cordal,73,75,3200000,"CB,RB",CB,Spain,https://cdn.sofifa.net/players/219/848/23_60.png,27,181,73,1820,394,Real Oviedo,9000,5400000,SUB,2024,4,2021,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium,76,45,63,64,73,73,64,42,73,68,31,62,45,59,65,64,72,80,67,70,63,56,80,70,75,44,71,75,46,55,50,70,71,74,73,10,15,10,14,6,61,61,59,59,59,61,62,65,65,65,72,72,72,73,75,73,20
Paulinho,Paulo Victor da Silva,73,74,3200000,"LWB,LB",LWB,Brazil,https://cdn.sofifa.net/players/251/847/23_60.png,27,178,71,1941,423,FC Midtjylland,20000,4400000,LB,2026,29,2019,-,Left,3,3,1,-,https://cdn.sofifa.net/flags/br.png,-,-,High,Medium,85,65,67,71,65,70,69,61,55,69,63,70,67,43,66,69,84,85,82,67,77,75,73,90,64,68,58,66,70,68,45,68,66,68,65,9,8,5,5,11,70,71,70,70,70,71,72,73,71,73,73,70,73,73,67,73,17
M. Robinson,Miles Robinson,73,80,5500000,CB,CB,United States,https://cdn.sofifa.net/players/237/255/23_60.png,25,188,84,1700,389,Atlanta United,7000,9400000,RES,2023,12,2017,-,Right,4,2,1,-,https://cdn.sofifa.net/flags/us.png,-,-,Medium,Medium,83,35,54,67,72,78,26,29,64,72,36,66,29,22,66,68,84,82,74,74,39,49,84,78,79,27,76,70,51,58,41,67,74,73,70,13,7,9,5,5,59,59,60,60,60,59,64,64,67,64,70,73,70,71,75,71,17
Léo Duarte,Leonardo Duarte da Silva,73,77,3800000,CB,CB,Brazil,https://cdn.sofifa.net/players/233/926/23_60.png,25,183,79,1616,347,İstanbul Başakşehir FK,25000,7900000,CB,2026,5,2022,-,Right,2,2,1,-,https://cdn.sofifa.net/flags/br.png,-,-,Low,High,55,36,49,59,73,75,42,31,64,67,30,55,30,27,56,60,55,55,59,70,62,54,90,62,78,27,80,71,38,30,48,73,76,74,72,10,13,9,8,13,53,50,50,50,50,50,53,55,57,55,66,69,66,67,75,67,19
Rubén Castro,Rubén Castro Martín,73,73,0,ST,ST,Spain,https://cdn.sofifa.net/players/115/909/23_60.png,41,169,68,1855,374,Málaga CF,7000,0,ST,2023,24,2022,-,Right,3,3,2,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Low,70,77,63,74,30,60,60,78,65,62,69,71,70,75,47,71,72,68,89,75,85,78,90,56,61,73,54,37,78,74,78,68,36,12,14,14,8,15,8,12,73,72,73,73,73,72,73,70,64,70,52,50,52,49,45,49,20
J. Hendry,Jack Hendry,73,76,3500000,CB,CB,Scotland,https://cdn.sofifa.net/players/225/316/23_60.png,27,194,88,1794,396,US Cremonese,18000,0,SUB,2023,2,2021,TRUE,Right,2,2,1,Scotland,https://cdn.sofifa.net/flags/gb-sct.png,SUB,13,Medium,Medium,71,56,54,62,71,82,48,50,74,66,26,57,38,28,63,67,66,75,62,70,60,77,84,76,84,61,82,71,58,45,37,69,73,70,68,13,11,13,8,13,66,60,62,62,62,60,62,63,65,63,69,71,69,70,75,70,20
M. Yandaş,Mert Hakan Yandaş,73,73,3200000,"CM,CAM",CM,Turkey,https://cdn.sofifa.net/players/240/837/23_60.png,27,174,70,1992,421,Fenerbahçe SK,45000,6100000,SUB,2024,8,2020,-,Right,4,3,1,-,https://cdn.sofifa.net/flags/tr.png,-,-,High,High,68,70,74,73,64,72,74,65,47,75,66,73,76,64,75,74,69,67,75,73,75,77,50,85,66,76,77,63,73,72,66,69,67,67,61,11,5,9,6,13,71,72,72,72,72,72,73,73,73,73,73,73,73,71,67,71,18
Raíllo,Antonio José Raíllo Arenas,73,73,2500000,CB,CB,Spain,https://cdn.sofifa.net/players/228/805/23_60.png,30,187,80,1652,344,RCD Mallorca,19000,5500000,CB,2024,21,2016,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Low,High,49,36,53,54,74,78,29,25,78,73,37,52,42,36,60,61,47,50,32,65,49,54,81,89,69,39,85,73,51,46,43,66,73,74,70,10,15,15,15,14,55,49,53,53,53,49,56,56,63,56,66,72,66,68,73,68,21
Joo Min Kyu,Min Kyu Joo,73,73,2500000,ST,ST,Korea Republic,https://cdn.sofifa.net/players/213/189/23_60.png,32,183,79,1857,392,Jeju United FC,8000,3100000,ST,2022,18,2020,-,Right,4,3,1,-,-,-,-,High,Low,66,75,54,69,49,79,33,79,74,64,71,64,54,48,52,74,67,66,70,67,75,75,78,80,86,66,60,54,75,58,74,71,33,58,39,14,10,11,12,16,73,66,69,69,69,66,69,66,66,66,59,61,59,58,61,58,21
